1. 어댑터소스,2. 개체,3. 대분류,4. 중분류,5. 영향도,6. 중요도,7. 경고 이름,8. 경고 설명,9. 권고 사항,10. 증상,11. 경고 ID
NSXTAdapter,RouterService,애플리케이션,성능,상태,정보,정적 경로가 구성되지 않음,논리적 라우터의 정적 경로가 구성되지 않은 경우 트리거됩니다.,"
1. NSX-T Manager에 로그인하고 필요한 경우 논리적 라우터에 대한 정적 경로를 추가하십시오.","증상 조건
symptomSetOperator: AND
relation: SELF
증상 이름: [NSXTAdapter][RouterService] [정보] 정적 경로 수({'type': 'CONDITION_PROPERTY_STRING', 'stringValue': '0', 'operator': 'EQ', 'key': 'summary|Static_Route_Count', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-StaticRouteNotConfigured
NSXTAdapter,RouterService,애플리케이션,성능,상태,경고,경로 보급 서비스가 사용 안 함으로 설정됨,경로 보급 서비스가 논리적 라우터에서 사용되도록 설정되지 않은 경우 트리거됩니다.,"
1. 경로 보급이 구성된 경우에도 계층1 라우터에 대한 경로 보급 서비스가 사용되도록 설정되지 않습니다. NSX-T Manager에 로그인하여 서비스를 사용하도록 설정하십시오.","증상 조건
operator: AND
1. 증상 묶음
relation: SELF
symptomSetOperator: AND
증상 이름: [NSXTAdapter][RouterService] [경고]경로 보급 서비스 상태({'type': 'CONDITION_PROPERTY_STRING', 'stringValue': 'false', 'operator': 'EQ', 'key': 'summary|Status', 'instanced': False, 'thresholdType': 'STATIC'})
2. 증상 묶음
relation: SELF
symptomSetOperator: AND
증상 이름: [NSXTAdapter][RouterService] [경고]경로 보급 수({'type': 'CONDITION_PROPERTY_STRING', 'stringValue': '0', 'operator': 'NOT_EQ', 'key': 'summary|Route_Advertisement_Count', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-RouteAdverServiceDisabled
NSXTAdapter,RouterService,애플리케이션,성능,상태,경고,ECMP 서비스가 논리적 라우터에 대해 사용 안 함으로 설정됨,ECMP 서비스가 논리적 라우터에서 사용되도록 설정되지 않은 경우 트리거됩니다.,"
1. 인접 항목이 구성된 경우에도 계층0 라우터에 대한 BGP ECMP 서비스가 사용되도록 설정되지 않습니다. NSX-T Manager에 로그인하여 서비스를 사용하도록 설정하십시오.","증상 조건
operator: AND
1. 증상 묶음
relation: SELF
symptomSetOperator: AND
증상 이름: [NSXTAdapter][RouterService] [경고]BGP ECMP 서비스 상태({'type': 'CONDITION_PROPERTY_STRING', 'stringValue': 'false', 'operator': 'EQ', 'key': 'summary|ECMP_Status', 'instanced': False, 'thresholdType': 'STATIC'})
2. 증상 묶음
relation: SELF
symptomSetOperator: AND
증상 이름: [NSXTAdapter][RouterService] [경고]BGP 인접 수({'type': 'CONDITION_PROPERTY_STRING', 'stringValue': '0', 'operator': 'NOT_EQ', 'key': 'summary|BGP_Neighbor_Count', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-ECMPServiceDisabled
NSXTAdapter,RouterService,애플리케이션,성능,상태,경고,경로 재분산 서비스가 사용 안 함으로 설정됨,경로 재분산 서비스가 논리적 라우터에서 사용되도록 설정되지 않은 경우 트리거됩니다.,"
1. 경로 재분산 규칙이 구성된 경우에도 계층0 라우터에 대한 경로 재분산 서비스가 사용되도록 설정되지 않습니다. NSX-T Manager에 로그인하여 서비스를 사용하도록 설정하십시오.","증상 조건
operator: AND
1. 증상 묶음
relation: SELF
symptomSetOperator: AND
증상 이름: [NSXTAdapter][RouterService] [경고]경로 재분산 서비스 상태({'type': 'CONDITION_PROPERTY_STRING', 'stringValue': 'false', 'operator': 'EQ', 'key': 'summary|Status', 'instanced': False, 'thresholdType': 'STATIC'})
2. 증상 묶음
relation: SELF
symptomSetOperator: AND
증상 이름: [NSXTAdapter][RouterService] [경고]경로 재분산 규칙 수({'type': 'CONDITION_PROPERTY_STRING', 'stringValue': '0', 'operator': 'NOT_EQ', 'key': 'summary|Redistribution_Rule_Count', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-RouteRedistributionServiceDisabled
HorizonAdapter,RDSFarm,애플리케이션,성능,위험,"위험
",RDSH 호스트 vCPU 구성이 모범 사례를 초과함,RDSH 호스트 vCPU 구성이 모범 사례를 초과함, ,"증상 조건
aggregation: COUNT
symptomSetOperator: AND
populationOperator: GT
value: 0.0
relation: DESCENDANT
증상 이름: [VMWARE][VirtualMachine] [위험] RDSH 호스트 가상 시스템 vCPU 구성이 64보다 큼({'type': 'CONDITION_HT', 'key': 'config|hardware|num_Cpu', 'operator': 'GT', 'value': '64.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-HorizonAdapter-RDSHHostvCPUConfigurationExceedBestPractices
HorizonAdapter,RDSFarm,애플리케이션,성능,위험,"위험
",RDSH 호스트 vCPU 구성이 모범 사례 미만임,RDSH 호스트 vCPU 구성이 모범 사례 미만임, ,"증상 조건
aggregation: COUNT
symptomSetOperator: AND
populationOperator: GT
value: 0.0
relation: DESCENDANT
증상 이름: [VMWARE][VirtualMachine] [위험] RDSH 호스트 가상 시스템 vCPU 구성이 8보다 적음({'type': 'CONDITION_HT', 'key': 'config|hardware|num_Cpu', 'operator': 'LT', 'value': '8.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-HorizonAdapter-RDSHHostvCPUConfigurationIsBelowBestPractices
HorizonAdapter,RDSFarm,애플리케이션,성능,위험,"위험
",RDSH 호스트 메모리 구성이 모범 사례를 초과함,RDSH 호스트 메모리 구성이 모범 사례를 초과함, ,"증상 조건
aggregation: COUNT
symptomSetOperator: AND
populationOperator: GT
value: 0.0
relation: DESCENDANT
증상 이름: [VMWARE][VirtualMachine] [위험] RDSH 호스트 가상 시스템 메모리 구성이 134,217,728KB보다 큼({'type': 'CONDITION_HT', 'key': 'mem|guest_provisioned', 'operator': 'GT', 'value': '1.34217728E8', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-HorizonAdapter-RDSHHostMemoryConfigurationExceedBestPractices
HorizonAdapter,RDSFarm,애플리케이션,성능,상태,"위험
",RDSH 가상 시스템 사용 가능한 스토리지가 10% 미만임,RDSH 가상 시스템 사용 가능한 스토리지가 10% 미만임, ,"증상 조건
aggregation: COUNT
symptomSetOperator: AND
populationOperator: GT
value: 0.0
relation: DESCENDANT
증상 이름: [VMWARE][VirtualMachine] [위험] 가상 시스템 게스트 파일 시스템 사용량이 90%보다 큼({'type': 'CONDITION_HT', 'key': 'guestfilesystem|percentage_total', 'operator': 'GT', 'value': '90.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-HorizonAdapter-RDSHVirtualMachineAvailableStorageBelow10%
HorizonAdapter,RDSFarm,애플리케이션,성능,위험,"위험
",RDSH 호스트 메모리 구성이 모범 사례 미만임,RDSH 호스트 메모리 구성이 모범 사례 미만임, ,"증상 조건
aggregation: COUNT
symptomSetOperator: AND
populationOperator: GT
value: 0.0
relation: DESCENDANT
증상 이름: [VMWARE][VirtualMachine] [위험] RDSH 호스트 가상 시스템 메모리 구성이 16,777,216KB보다 적음({'type': 'CONDITION_HT', 'key': 'mem|guest_provisioned', 'operator': 'LT', 'value': '1.6777216E7', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-HorizonAdapter-RDSHHostMemoryConfigurationIsBelowBestPractices
HorizonAdapter,RDSFarm,애플리케이션,성능,상태,"위험
",RDSH 호스트 CPU% 차이가 피어 활용률의 30%를 초과함,RDSH 호스트 CPU% 차이가 피어 활용률의 30%를 초과합니다., ,"증상 조건
symptomSetOperator: AND
relation: SELF
증상 이름: [HorizonAdapter][RDSFarm] [위험] RDSH 호스트 CPU% 차이({'type': 'CONDITION_HT', 'key': 'cpu|usageDisparity', 'operator': 'GT', 'value': '30.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-HorizonAdapter-RDSHHostCPUDisparityExceeds30%OfPeerUtilization
HorizonAdapter,RDSFarm,애플리케이션,성능,상태,"위험
",호스트 당 RDSH 호스팅된 최대 세션이 모범 사례를 초과함,호스트 당 RDSH 호스팅된 최대 세션이 모범 사례를 초과함, ,"증상 조건
aggregation: COUNT
symptomSetOperator: AND
populationOperator: GT
value: 0.0
relation: DESCENDANT
증상 이름: [HorizonAdapter][RDSHost] [위험] 호스트당 RDSH 호스팅된 최대 세션 수({'type': 'CONDITION_HT', 'key': 'utilization|noOfSessions', 'operator': 'GT', 'value': '60.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-HorizonAdapter-RDSHHostedMaximumSessionPerHostExceedsBestPractices
HorizonAdapter,RDSFarm,애플리케이션,성능,상태,"위험
",오류 상태의 RDSH 호스트,RDS 팜의 RDSH 호스트가 오류 상태를 표시합니다., ,"증상 조건
symptomSetOperator: AND
relation: SELF
증상 이름: [HorizonAdapter][RDSFarm] [위험] 오류 상태의 RDSH 호스트({'type': 'CONDITION_HT', 'key': 'availability|noOfBadStateRDSHosts', 'operator': 'GT', 'value': '0.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-HorizonAdapter-RDSHostsInBadState
HorizonAdapter,RDSDesktopSession,애플리케이션,성능,상태,"즉시
경고
위험
정보
",Horizon RDS 데스크톱 세션에서 높은 프로토콜 지연 시간이 발생 중,Horizon RDS 데스크톱 세션에서 높은 프로토콜 지연 시간이 발생하고 있습니다., ,"증상 조건
operator: OR
1. 증상 묶음
relation: SELF
symptomSetOperator: AND
증상 이름: [HorizonAdapter][RDSDesktopSession] [정보]RDS 세션 리소스의 가용성입니다.({'type': 'CONDITION_HT', 'key': 'System Attributes|availability', 'operator': 'GT', 'value': '-1.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [HorizonAdapter][RDSDesktopSession] [위험]Horizon RDS 데스크톱 세션 프로토콜 지연 시간이 250ms보다 큼({'type': 'CONDITION_HT', 'key': 'Protocol|latency', 'operator': 'GT', 'value': '250.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
2. 증상 묶음
relation: SELF
symptomSetOperator: AND
증상 이름: [HorizonAdapter][RDSDesktopSession] [정보]RDS 세션 리소스의 가용성입니다.({'type': 'CONDITION_HT', 'key': 'System Attributes|availability', 'operator': 'GT', 'value': '-1.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [HorizonAdapter][RDSDesktopSession] [즉시]Horizon RDS 데스크톱 세션 프로토콜 지연 시간이 200ms보다 큼({'type': 'CONDITION_HT', 'key': 'Protocol|latency', 'operator': 'GT', 'value': '200.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
3. 증상 묶음
relation: SELF
symptomSetOperator: AND
증상 이름: [HorizonAdapter][RDSDesktopSession] [경고]Horizon RDS 데스크톱 세션 프로토콜 지연 시간이 150ms보다 큼({'type': 'CONDITION_HT', 'key': 'Protocol|latency', 'operator': 'GT', 'value': '150.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [HorizonAdapter][RDSDesktopSession] [정보]RDS 세션 리소스의 가용성입니다.({'type': 'CONDITION_HT', 'key': 'System Attributes|availability', 'operator': 'GT', 'value': '-1.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-HorizonAdapter-RDSDesktopSessionHighProtocolLatency
HorizonAdapter,RDSDesktopSession,애플리케이션,성능,상태,"경고
위험
정보
",Horizon RDS 데스크톱 세션에서 많은 전송 패킷이 삭제 중,Horizon RDS 데스크톱 세션에서 많은 전송 패킷이 삭제되고 있습니다., ,"증상 조건
operator: OR
1. 증상 묶음
relation: SELF
symptomSetOperator: AND
증상 이름: [HorizonAdapter][RDSDesktopSession] [위험]Horizon RDS 데스크톱 세션 전송 패킷이 5%보다 큼({'type': 'CONDITION_HT', 'key': 'Protocol|packetLossTransmit', 'operator': 'GT', 'value': '5.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [HorizonAdapter][RDSDesktopSession] [정보]RDS 세션 리소스의 가용성입니다.({'type': 'CONDITION_HT', 'key': 'System Attributes|availability', 'operator': 'GT', 'value': '-1.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
2. 증상 묶음
relation: SELF
symptomSetOperator: AND
증상 이름: [HorizonAdapter][RDSDesktopSession] [경고]Horizon RDS 데스크톱 세션 전송 패킷이 1%보다 큼({'type': 'CONDITION_HT', 'key': 'Protocol|packetLossTransmit', 'operator': 'GT', 'value': '1.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [HorizonAdapter][RDSDesktopSession] [정보]RDS 세션 리소스의 가용성입니다.({'type': 'CONDITION_HT', 'key': 'System Attributes|availability', 'operator': 'GT', 'value': '-1.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-HorizonAdapter-RDSDesktopSessionHighNumberOfTransmittedPacketsDropped
HorizonAdapter,RDSDesktopSession,애플리케이션,성능,상태,"위험
정보
",Horizon RDS 데스크톱 세션에서 높은 CPU 사용량 발생 중,Horizon RDS 데스크톱 세션에서 높은 CPU 사용량이 발생하고 있습니다., ,"증상 조건
symptomSetOperator: AND
relation: SELF
증상 이름: [HorizonAdapter][RDSDesktopSession] [위험] Horizon RDS 데스크톱 세션 CPU 사용량이 97%보다 큼({'type': 'CONDITION_HT', 'key': 'rdsApplication|overallCpu', 'operator': 'GT', 'value': '97.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [HorizonAdapter][RDSDesktopSession] [정보] RDS 세션 리소스의 가용성입니다.({'type': 'CONDITION_HT', 'key': 'System Attributes|availability', 'operator': 'GT', 'value': '-1.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-HorizonAdapter-RDSDesktopSessionHighCPUUsage
HorizonAdapter,RDSDesktopSession,애플리케이션,성능,상태,"경고
위험
정보
",Horizon RDS 데스크톱 세션에서 많은 수신 패킷이 삭제 중,Horizon RDS 데스크톱 세션에서 많은 수신 패킷이 삭제되고 있습니다., ,"증상 조건
operator: OR
1. 증상 묶음
relation: SELF
symptomSetOperator: AND
증상 이름: [HorizonAdapter][RDSDesktopSession] [위험]Horizon RDS 데스크톱 세션 수신 패킷이 5%보다 큼({'type': 'CONDITION_HT', 'key': 'Protocol|packetLossReceive', 'operator': 'GT', 'value': '5.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [HorizonAdapter][RDSDesktopSession] [정보]RDS 세션 리소스의 가용성입니다.({'type': 'CONDITION_HT', 'key': 'System Attributes|availability', 'operator': 'GT', 'value': '-1.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
2. 증상 묶음
relation: SELF
symptomSetOperator: AND
증상 이름: [HorizonAdapter][RDSDesktopSession] [경고]Horizon RDS 데스크톱 세션 수신 패킷이 1%보다 큼({'type': 'CONDITION_HT', 'key': 'Protocol|packetLossReceive', 'operator': 'GT', 'value': '1.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [HorizonAdapter][RDSDesktopSession] [정보]RDS 세션 리소스의 가용성입니다.({'type': 'CONDITION_HT', 'key': 'System Attributes|availability', 'operator': 'GT', 'value': '-1.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-HorizonAdapter-RDSDesktopSessionHighNumberOfReceivedPacketsDropped
HorizonAdapter,RDSDesktopPool,애플리케이션,성능,상태,"위험
",RDSH 호스팅된 데스크톱 메모리 사용량이 90%보다 큼,RDSH 호스팅된 데스크톱 메모리 사용량이 90%보다 큼, ,"증상 조건
aggregation: COUNT
symptomSetOperator: AND
populationOperator: GT
value: 0.0
relation: DESCENDANT
증상 이름: [HorizonAdapter][RDSDesktopSession] [위험] RDSH 호스팅된 데스크톱 세션 메모리 사용량이 90%보다 큼({'type': 'CONDITION_HT', 'key': 'rdsApplication|overallMemory', 'operator': 'GT', 'value': '90.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-HorizonAdapter-RDSHHostedDesktopMemoryConsumptionAbove90%
HorizonAdapter,RDSDesktopPool,애플리케이션,성능,상태,"위험
",RDSH 데스크톱 풀 프로비저닝 상태 사용 안 함,RDSH 데스크톱 풀 프로비저닝 상태 사용 안 함, ,"증상 조건
symptomSetOperator: AND
relation: SELF
증상 이름: [HorizonAdapter][RDSDesktopPool] [위험] RDSH 데스크톱 풀 프로비저닝 장애({'type': 'CONDITION_PROPERTY_STRING', 'stringValue': 'false', 'operator': 'EQ', 'key': 'poolProperties|status|provisioningEnabled', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-HorizonAdapter-RDSHDesktopPoolProvisioningStatusDisabled
HorizonAdapter,RDSDesktopPool,애플리케이션,성능,상태,"위험
",RDSH 호스팅된 데스크톱 세션 CPU 사용량이 90%보다 큼,RDSH 호스팅된 데스크톱 세션 CPU 사용량이 90%보다 큼, ,"증상 조건
aggregation: COUNT
symptomSetOperator: AND
populationOperator: GT
value: 0.0
relation: DESCENDANT
증상 이름: [HorizonAdapter][RDSDesktopSession] [위험] RDSH 호스팅된 데스크톱 세션 CPU 사용량이 90%보다 큼({'type': 'CONDITION_HT', 'key': 'rdsApplication|overallCpu', 'operator': 'GT', 'value': '90.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-HorizonAdapter-RDSHHostedDesktopSessionCPUConsumptionAbove90%
APPOSUCP,rabbitmq_queue,애플리케이션,성능,상태,"위험
",RabbitMQ 대기열에서 준비되고 승인되지 않은 메시지 수가 높음,RabbitMQ 대기열에서 준비되고 승인되지 않은 메시지 수가 높습니다. 대기열에서 준비 상태이며 승인되지 않은 메시지 수가 높으면 성능에 영향을 줄 수 있습니다., ,"증상 조건
symptomSetOperator: AND
relation: SELF
증상 이름: [APPOSUCP][rabbitmq_queue] [위험] RabbitMQ 대기열에서 승인되지 않은 메시지 수가 높음({'type': 'CONDITION_HT', 'key': 'message|unack', 'operator': 'GT_EQ', 'value': '10.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [APPOSUCP][rabbitmq_queue] [위험] RabbitMQ 대기열에서 준비된 메시지 수가 높습니다.({'type': 'CONDITION_HT', 'key': 'message|ready', 'operator': 'GT_EQ', 'value': '10.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-APPOSUCP-ReadiedAndUnacknowledgedMessageCountIsHighOnRabbitMQQueueAlert
APPOSUCP,rabbitmq,애플리케이션,성능,위험,"경고
",RabbitMQ에서 승인되지 않은 메시지 수가 높음,RabbitMQ에서 승인되지 않은 메시지 수가 높습니다. 이는 많은 수의 메시지가 전달되었지만 소비자의 승인을 받지 못했음을 나타냅니다., ,"증상 조건
symptomSetOperator: AND
relation: SELF
증상 이름: [APPOSUCP][rabbitmq] [경고] RabbitMQ에서 승인되지 않은 메시지 수가 높음({'type': 'CONDITION_HT', 'key': 'message|unacked', 'operator': 'GT', 'value': '100.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-APPOSUCP-UnacknowledgedMessageCountIsHighOnRabbitMQAlert
APPOSUCP,rabbitmq,애플리케이션,성능,효율성,"경고
",RabbitMQ에서 소비자 수가 낮음,RabbitMQ에서 소비자 수가 낮습니다. 소비자 수가 낮으면 애플리케이션에 오류가 발생할 수 있습니다., ,"증상 조건
symptomSetOperator: AND
relation: SELF
증상 이름: [APPOSUCP][rabbitmq] [경고] RabbitMQ에서 소비자 수가 낮음({'type': 'CONDITION_HT', 'key': 'utilization|consumers', 'operator': 'LT', 'value': '1.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-APPOSUCP-ConsumersCountIsLowOnRabbitMQAlert
APPOSUCP,rabbitmq,애플리케이션,성능,상태,"경고
",RabbitMQ에서 준비된 메시지 수가 높음,RabbitMQ에서 준비된 메시지 수가 높습니다. 이는 준비 상태에 있는 메시지의 수가 예상보다 많음을 나타냅니다., ,"증상 조건
symptomSetOperator: AND
relation: SELF
증상 이름: [APPOSUCP][rabbitmq] [경고] RabbitMQ에서 준비된 메시지 수가 높음({'type': 'CONDITION_HT', 'key': 'message|ready', 'operator': 'GT', 'value': '100.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-APPOSUCP-ReadiedMessageCountIsHighOnRabbitMQAlert
CASAdapter,Project,가상화/하이퍼바이저,성능,상태,경고,일부 프로젝트 리소스에 상태 문제가 있음,일부 프로젝트 리소스에 상태 문제가 있습니다. 자세히 조사하려면 기본 vSphere 인프라를 확인하십시오., ,"증상 조건
operator: AND
1. 증상 묶음
relation: CHILD
aggregation: PERCENT
symptomSetOperator: OR
populationOperator: LT
value: 50.0
증상 이름: [MicrosoftAzureAdapter][AZURE_VIRTUAL_MACHINE] [위험]성능 상태 빨간색({'type': 'CONDITION_HT', 'key': 'badge|health', 'operator': 'EQ', 'value': '25.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [GoogleCloudPlatformAdapter][ce_instance] [위험]성능 상태 빨간색({'type': 'CONDITION_HT', 'key': 'badge|health', 'operator': 'EQ', 'value': '25.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [AmazonAWSAdapter][ec2_instance] [즉시]성능 상태 오렌지색({'type': 'CONDITION_HT', 'key': 'badge|health', 'operator': 'EQ', 'value': '50.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [GoogleCloudPlatformAdapter][ce_instance] [경고]성능 상태 노란색({'type': 'CONDITION_HT', 'key': 'badge|health', 'operator': 'EQ', 'value': '75.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [VMWARE][VirtualMachine] [즉시]성능 상태 오렌지색({'type': 'CONDITION_HT', 'key': 'badge|health', 'operator': 'EQ', 'value': '50.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [MicrosoftAzureAdapter][AZURE_VIRTUAL_MACHINE] [경고]성능 상태 노란색({'type': 'CONDITION_HT', 'key': 'badge|health', 'operator': 'EQ', 'value': '75.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [VMWARE][VirtualMachine] [경고]성능 상태 노란색({'type': 'CONDITION_HT', 'key': 'badge|health', 'operator': 'EQ', 'value': '75.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [MicrosoftAzureAdapter][AZURE_VIRTUAL_MACHINE] [즉시]성능 상태 오렌지색({'type': 'CONDITION_HT', 'key': 'badge|health', 'operator': 'EQ', 'value': '50.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [AmazonAWSAdapter][ec2_instance] [경고]성능 상태 노란색({'type': 'CONDITION_HT', 'key': 'badge|health', 'operator': 'EQ', 'value': '75.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [GoogleCloudPlatformAdapter][ce_instance] [즉시]성능 상태 오렌지색({'type': 'CONDITION_HT', 'key': 'badge|health', 'operator': 'EQ', 'value': '50.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [AmazonAWSAdapter][ec2_instance] [위험]성능 상태 빨간색({'type': 'CONDITION_HT', 'key': 'badge|health', 'operator': 'EQ', 'value': '25.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [VMWARE][VirtualMachine] [위험]성능 상태 빨간색({'type': 'CONDITION_HT', 'key': 'badge|health', 'operator': 'EQ', 'value': '25.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
2. 증상 묶음
relation: CHILD
aggregation: PERCENT
symptomSetOperator: OR
populationOperator: GT_EQ
value: 25.0
증상 이름: [MicrosoftAzureAdapter][AZURE_VIRTUAL_MACHINE] [위험]성능 상태 빨간색({'type': 'CONDITION_HT', 'key': 'badge|health', 'operator': 'EQ', 'value': '25.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [GoogleCloudPlatformAdapter][ce_instance] [위험]성능 상태 빨간색({'type': 'CONDITION_HT', 'key': 'badge|health', 'operator': 'EQ', 'value': '25.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [AmazonAWSAdapter][ec2_instance] [즉시]성능 상태 오렌지색({'type': 'CONDITION_HT', 'key': 'badge|health', 'operator': 'EQ', 'value': '50.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [GoogleCloudPlatformAdapter][ce_instance] [경고]성능 상태 노란색({'type': 'CONDITION_HT', 'key': 'badge|health', 'operator': 'EQ', 'value': '75.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [VMWARE][VirtualMachine] [즉시]성능 상태 오렌지색({'type': 'CONDITION_HT', 'key': 'badge|health', 'operator': 'EQ', 'value': '50.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [MicrosoftAzureAdapter][AZURE_VIRTUAL_MACHINE] [경고]성능 상태 노란색({'type': 'CONDITION_HT', 'key': 'badge|health', 'operator': 'EQ', 'value': '75.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [VMWARE][VirtualMachine] [경고]성능 상태 노란색({'type': 'CONDITION_HT', 'key': 'badge|health', 'operator': 'EQ', 'value': '75.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [MicrosoftAzureAdapter][AZURE_VIRTUAL_MACHINE] [즉시]성능 상태 오렌지색({'type': 'CONDITION_HT', 'key': 'badge|health', 'operator': 'EQ', 'value': '50.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [AmazonAWSAdapter][ec2_instance] [경고]성능 상태 노란색({'type': 'CONDITION_HT', 'key': 'badge|health', 'operator': 'EQ', 'value': '75.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [GoogleCloudPlatformAdapter][ce_instance] [즉시]성능 상태 오렌지색({'type': 'CONDITION_HT', 'key': 'badge|health', 'operator': 'EQ', 'value': '50.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [AmazonAWSAdapter][ec2_instance] [위험]성능 상태 빨간색({'type': 'CONDITION_HT', 'key': 'badge|health', 'operator': 'EQ', 'value': '25.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
증상 이름: [VMWARE][VirtualMachine] [위험]성능 상태 빨간색({'type': 'CONDITION_HT', 'key': 'badge|health', 'operator': 'EQ', 'value': '25.0', 'valueType': 'NUMERIC', 'instanced': False, 'thresholdType': 'STATIC'})
",AlertDefinition-CASAdapter-SomeProjectHealth
